project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
geothermal_energy,48.15,25,1188,407,Nagaland,1.61,1619.66
reforestation,453.08,23,877,1181,Odisha,1.08,717.12
green_building,93.93,27,476,715,Bihar,0.99,292.05
methane_capture,202.51,11,1305,194,Jammu and Kashmir,0.7,646.8
afforestation,301.28,25,740,937,West Bengal,1.16,380.48
green_building,184.34,25,1471,243,Manipur,1.13,1127.74
methane_capture,493.65,12,1523,799,West Bengal,1.78,1966.9
solar_power,385.96,13,1605,797,West Bengal,0.53,635.47
biochar_production,493.04,8,1359,1378,Uttar Pradesh,1.99,2037.76
solar_power,448.41,20,1174,53,Ladakh,1.7,1458.6
methane_capture,35.27,16,565,420,Assam,2.1,766.5
electric_mobility,28.4,27,1570,1156,Gujarat,0.82,897.9
wind_energy,125.26,21,1479,1015,Uttar Pradesh,1.74,2215.02
methane_capture,151.01,24,909,394,Arunachal Pradesh,1.3,551.2
solar_power,390.68,8,1535,424,Arunachal Pradesh,1.75,1947.75
carbon_sequestration,200.74,14,543,421,Jharkhand,1.65,541.2
wetland_restoration,443.7,14,1329,722,Odisha,1.88,1849.92
biochar_production,122.12,21,859,647,Madhya Pradesh,1.16,831.72
geothermal_energy,499.46,20,1607,301,Goa,2.16,2520.72
green_building,116.02,23,1063,363,Sikkim,1.58,1147.08
wind_energy,129.34,15,819,254,Himachal Pradesh,2.26,1367.3
solar_power,82.16,20,1290,353,Assam,1.32,1197.24
biochar_production,481.38,24,1147,554,Andhra Pradesh,1.18,974.68
geothermal_energy,228.77,10,1342,255,Goa,0.98,1159.34
biochar_production,466.74,13,944,140,Uttarakhand,1.71,1138.86
wetland_restoration,278.36,29,1807,1365,Uttar Pradesh,1.25,1847.5
carbon_sequestration,9.04,27,1012,223,Andaman and Nicobar Islands,2.28,1185.6
afforestation,218.62,26,1433,274,Arunachal Pradesh,0.72,705.6
geothermal_energy,221.44,9,944,186,Nagaland,0.75,540
wetland_restoration,342.93,20,1081,819,Punjab,1.58,1339.84
solar_power,14.4,17,966,581,Andhra Pradesh,2.14,1117.08
geothermal_energy,211.42,25,1293,418,Jharkhand,1.02,1041.42
solar_power,426.31,19,747,123,Lakshadweep,2.06,918.76
sustainable_agriculture,255.68,7,1358,1466,Delhi,1.23,1337.01
green_building,167.54,27,692,429,Arunachal Pradesh,1.45,319
solar_power,394,11,648,125,Arunachal Pradesh,0.66,234.96
electric_mobility,340.15,11,685,869,Dadra and Nagar Haveli and Daman and Diu,2.1,903
geothermal_energy,490.17,12,745,692,Bihar,1.36,669.12
reforestation,201.76,19,1179,438,Assam,0.51,482.46
methane_capture,462.79,5,1481,583,Rajasthan,1.95,2016.3
biochar_production,270.78,25,739,892,Dadra and Nagar Haveli and Daman and Diu,1.81,881.47
electric_mobility,331.78,9,1070,860,Dadra and Nagar Haveli and Daman and Diu,1.98,1556.28
afforestation,234.73,17,548,727,Haryana,1.56,492.96
green_building,413.07,15,525,776,Andhra Pradesh,1.92,608.64
geothermal_energy,267.78,19,868,1101,Haryana,1.04,521.04
sustainable_agriculture,93.26,26,520,400,Sikkim,2.23,744.82
afforestation,176.48,18,768,875,Chhattisgarh,1.73,811.37
afforestation,59.26,29,1068,933,Telangana,2.17,1701.28
carbon_sequestration,466.02,24,477,145,Jammu and Kashmir,0.6,147
biochar_production,178.02,7,1365,927,Odisha,1.08,1216.08
carbon_sequestration,58.17,26,1492,1142,Odisha,2.48,2551.92
wetland_restoration,257.82,6,797,1175,Odisha,0.7,401.8
biochar_production,435.32,8,1237,1482,Uttar Pradesh,2.08,2125.76
sustainable_agriculture,135.08,16,1007,117,Kerala,1.83,1043.1
green_building,59.06,25,1651,717,West Bengal,1.98,2364.12
methane_capture,267.67,28,1175,446,Bihar,2.4,2258.4
wind_energy,332.17,28,828,672,Rajasthan,0.52,299.52
methane_capture,177.23,14,853,156,Goa,1.64,672.4
methane_capture,333.98,20,1230,382,Manipur,2.45,1920.8
carbon_sequestration,371.39,9,1798,1003,Maharashtra,1.88,2445.88
green_building,385.3,8,1491,1162,Gujarat,0.92,1036.84
solar_power,208.02,22,1190,299,Tripura,2.26,2013.66
biochar_production,282.24,17,664,285,Kerala,1.48,316.72
electric_mobility,464.66,22,1516,757,Madhya Pradesh,2.4,2652
green_building,463.72,7,976,192,Nagaland,1.68,1120.56
solar_power,379.6,5,981,1064,Telangana,0.97,536.41
wind_energy,475.63,8,1488,1115,Punjab,0.77,854.7
green_building,265.62,7,1610,1115,Maharashtra,0.74,829.54
green_building,37.05,8,1578,204,Andaman and Nicobar Islands,0.69,784.53
geothermal_energy,324.8,11,1880,1039,Gujarat,1.61,2273.32
solar_power,363.95,10,1444,124,Mizoram,0.67,740.35
solar_power,419.96,24,761,155,Nagaland,2.49,921.3
methane_capture,377.33,23,1467,98,Lakshadweep,1.24,1411.12
green_building,485.44,29,1024,408,Himachal Pradesh,0.89,597.19
solar_power,252.64,16,605,448,Rajasthan,0.8,384.8
reforestation,397.38,27,1200,217,Sikkim,1.91,1491.71
wetland_restoration,400.47,8,932,297,Jammu and Kashmir,1.27,869.95
green_building,310.82,27,1310,407,Andhra Pradesh,2.02,2209.88
methane_capture,239.38,12,930,893,Odisha,0.94,762.34
afforestation,103.37,14,1811,1163,Uttar Pradesh,2,2988
wind_energy,360.01,11,1261,185,Jammu and Kashmir,1.68,1837.92
wind_energy,48.83,21,1205,93,Lakshadweep,2.38,2015.86
green_building,484.92,12,582,520,Bihar,0.79,366.56
sustainable_agriculture,239.46,14,1460,1193,Uttar Pradesh,0.73,992.07
methane_capture,84.13,26,1297,311,Nagaland,1.09,1151.04
electric_mobility,483.23,26,495,254,Andaman and Nicobar Islands,2.17,852.81
solar_power,34.73,29,1434,437,Arunachal Pradesh,1.76,1941.28
afforestation,44.91,28,905,899,Madhya Pradesh,0.78,412.62
electric_mobility,453.12,23,1453,245,Meghalaya,2.17,2343.6
sustainable_agriculture,449.18,23,1652,1338,Uttar Pradesh,1.22,1622.6
wetland_restoration,314.45,28,1570,225,Uttarakhand,1.47,1581.72
wind_energy,303.08,18,363,192,Sikkim,2.28,533.52
electric_mobility,396.25,7,776,718,Rajasthan,1.76,716.32
solar_power,332.89,22,1169,882,Rajasthan,1.05,745.5
electric_mobility,17.29,16,772,259,Himachal Pradesh,0.84,353.64
carbon_sequestration,106.75,24,1325,935,Haryana,1.81,1971.09
electric_mobility,392.95,23,621,848,Madhya Pradesh,2.1,730.8
solar_power,310.95,22,1182,758,Rajasthan,0.64,672
reforestation,248.99,8,1252,342,Meghalaya,2.4,2599.2
methane_capture,458.94,21,717,337,Manipur,2.27,1180.4
green_building,455.03,6,1389,446,Madhya Pradesh,2.44,2867
afforestation,169.72,10,775,639,Chhattisgarh,2.45,1592.5
electric_mobility,224.68,7,952,1132,West Bengal,2.06,1545
solar_power,483.68,29,1330,822,West Bengal,1.36,1263.44
methane_capture,209.02,9,512,822,West Bengal,1.49,591.53
reforestation,207.12,23,1444,1437,Delhi,1.08,1188
sustainable_agriculture,342.85,22,1371,363,Arunachal Pradesh,1.19,1241.17
geothermal_energy,5.4,27,1073,130,Himachal Pradesh,2.43,2065.5
reforestation,190.04,25,1156,273,Assam,0.85,821.1
methane_capture,169.1,22,1031,154,Assam,1.73,986.1
wetland_restoration,14.65,26,1467,1093,Delhi,0.58,609
green_building,433.88,21,1105,1101,West Bengal,2.18,1382.12
methane_capture,158.35,22,771,335,Himachal Pradesh,2.41,1446
solar_power,85.3,28,1549,228,Andaman and Nicobar Islands,1.25,1477.5
reforestation,347.49,12,734,894,Punjab,0.92,551.08
wind_energy,90.99,24,1100,790,Rajasthan,1.69,1218.49
solar_power,362.88,23,566,267,Kerala,2.19,700.8
sustainable_agriculture,49.6,26,1094,749,Jharkhand,1.46,1049.74
methane_capture,299.98,11,452,410,Goa,0.62,159.34
solar_power,298.24,23,1436,1012,Tamil Nadu,1.87,2432.87
afforestation,261.5,14,753,1142,Karnataka,0.95,259.35
wind_energy,56.78,15,1313,1065,Uttar Pradesh,1.1,1149.5
geothermal_energy,38.79,12,1194,823,Telangana,1.81,1858.87
geothermal_energy,30.26,6,641,1048,West Bengal,2,432
geothermal_energy,160.32,11,1679,1095,Uttar Pradesh,1.85,2445.7
reforestation,154.7,15,1372,124,Assam,2.17,2315.39
methane_capture,443.4,14,1304,1309,Delhi,1.47,1624.35
green_building,242.59,24,1317,757,Punjab,1.14,1234.62
green_building,295.11,26,375,814,Dadra and Nagar Haveli and Daman and Diu,1.76,436.48
wind_energy,16.25,28,1121,903,Haryana,0.52,408.2
green_building,118.54,9,1162,734,Madhya Pradesh,1.27,980.44
electric_mobility,192.23,13,1570,1418,Maharashtra,1.58,1990.8
methane_capture,213.26,14,1346,1145,Odisha,0.82,874.94
wind_energy,349.91,11,1112,486,Dadra and Nagar Haveli and Daman and Diu,1.02,770.1
solar_power,116.14,6,1398,485,Nagaland,0.58,662.36
wetland_restoration,401.03,26,1111,1049,Haryana,1.39,1089.76
biochar_production,235.52,8,704,1144,Odisha,0.79,460.57
geothermal_energy,130.91,5,918,410,Mizoram,1.15,855.6
solar_power,103.35,11,1160,1315,Uttar Pradesh,2.16,2257.2
sustainable_agriculture,160.59,24,1308,437,Arunachal Pradesh,0.68,756.16
electric_mobility,425.94,27,863,728,Dadra and Nagar Haveli and Daman and Diu,0.68,435.88
geothermal_energy,397.29,26,764,651,Chhattisgarh,1.69,1105.26
solar_power,490,14,352,263,Meghalaya,1.95,469.95
methane_capture,464.11,16,1424,75,Lakshadweep,0.74,859.14
wind_energy,267.6,11,972,131,Lakshadweep,2.36,1472.64
sustainable_agriculture,18.16,9,1309,86,Chandigarh,0.91,800.8
biochar_production,179.92,16,1087,824,Punjab,1.38,923.22
carbon_sequestration,1.82,21,1013,154,Uttarakhand,1.86,1218.3
electric_mobility,69.87,12,1326,1231,Gujarat,2.08,2140.32
afforestation,389.66,28,1207,188,Chandigarh,0.76,540.36
carbon_sequestration,246.65,23,862,992,Karnataka,1.74,777.78
solar_power,58.66,23,736,325,Uttarakhand,1.13,468.95
solar_power,79.36,29,850,287,Ladakh,0.83,297.14
methane_capture,118.07,10,1465,203,Manipur,1.36,1551.76
solar_power,205.5,8,672,394,Meghalaya,1.28,280.32
green_building,164.21,25,709,859,Andhra Pradesh,1.51,616.08
geothermal_energy,286.9,19,960,158,Himachal Pradesh,0.58,329.44
wind_energy,399.21,20,852,713,Dadra and Nagar Haveli and Daman and Diu,2.33,1728.86
solar_power,20.56,9,789,663,Madhya Pradesh,1.71,642.96
reforestation,364.25,16,1232,150,Chandigarh,1.98,1722.6
afforestation,328.18,24,1582,335,Mizoram,2.25,2661.75
carbon_sequestration,145.95,20,1460,733,Telangana,0.89,983.45
carbon_sequestration,369.97,18,1029,1136,Karnataka,0.92,814.2
carbon_sequestration,354.06,13,999,737,Chhattisgarh,0.9,719.1
wind_energy,18.44,25,1101,308,Himachal Pradesh,1.45,1239.75
methane_capture,441.94,13,630,260,Chandigarh,0.66,249.48
wind_energy,136.14,9,923,834,Chhattisgarh,1.44,800.64
wind_energy,262.29,24,1137,863,Dadra and Nagar Haveli and Daman and Diu,2.24,1458.24
geothermal_energy,2.95,7,1524,675,Rajasthan,1.96,2336.32
geothermal_energy,177.84,12,1540,221,Puducherry,2.11,2331.55
green_building,335.34,18,632,721,Jharkhand,2.13,602.79
geothermal_energy,481.2,21,1003,89,Chandigarh,0.85,696.15
sustainable_agriculture,335.45,8,806,172,Mizoram,1.43,749.32
carbon_sequestration,475.93,24,716,817,Jharkhand,1.42,782.42
wind_energy,140.98,23,925,1027,Odisha,2.25,1662.75
methane_capture,459.77,19,974,498,Assam,1.54,1118.04
methane_capture,458.57,15,961,249,Arunachal Pradesh,1.27,1040.13
sustainable_agriculture,164.45,27,514,574,Bihar,2.44,734.44
reforestation,243.78,12,1190,146,Puducherry,0.91,646.1
geothermal_energy,270.26,13,926,577,Madhya Pradesh,0.79,365.77
geothermal_energy,35.04,6,1553,299,Himachal Pradesh,2.46,2757.66
solar_power,212.91,9,524,234,Uttarakhand,0.79,213.3
biochar_production,302.22,18,641,164,Nagaland,1.89,795.69
green_building,419.25,16,1626,1270,Gujarat,1.92,2578.56
carbon_sequestration,491.19,13,798,434,Chhattisgarh,2.08,661.44
wind_energy,164.82,25,540,812,Madhya Pradesh,1.33,547.96
wetland_restoration,360.65,27,1156,1089,Punjab,1.83,1306.62
solar_power,339.57,11,517,1077,Odisha,2.44,529.48
reforestation,73.67,22,1343,299,Puducherry,0.84,787.08
biochar_production,349.22,20,981,507,Jharkhand,1.44,1231.2
electric_mobility,290.12,12,1147,287,Himachal Pradesh,1.95,1877.85
electric_mobility,314.63,10,704,104,Chandigarh,1.85,407
carbon_sequestration,468.52,11,1142,312,Tripura,2.44,2354.6
electric_mobility,6.93,27,822,429,Arunachal Pradesh,1.78,808.12
carbon_sequestration,68.84,14,800,128,Manipur,1.5,1048.5
carbon_sequestration,350.64,28,753,103,Andaman and Nicobar Islands,1.09,697.6
geothermal_energy,243,7,1384,161,Nagaland,1.5,1441.5
wetland_restoration,429.22,6,1529,1050,Tamil Nadu,0.65,923.65
afforestation,478.36,6,1345,1075,Delhi,1.04,1179.36
electric_mobility,274.66,12,635,170,Arunachal Pradesh,0.66,153.78
electric_mobility,39.04,22,1282,81,Puducherry,1.02,907.8
carbon_sequestration,333.07,9,1233,583,Chhattisgarh,2.01,1599.96
methane_capture,493.89,11,1467,459,Kerala,2.4,2772
electric_mobility,417.45,28,951,239,Kerala,1.24,664.64
wetland_restoration,467.3,24,1615,1303,Delhi,0.64,907.52
biochar_production,172.95,7,703,166,Andaman and Nicobar Islands,2.36,821.28
afforestation,95.16,22,1101,420,Arunachal Pradesh,1.04,747.76
afforestation,174.02,22,1154,262,Himachal Pradesh,0.96,978.24
carbon_sequestration,34.76,25,1374,180,Goa,0.93,916.05
solar_power,162.89,21,1147,484,Mizoram,1.54,1407.56
carbon_sequestration,113.8,8,478,820,Punjab,0.95,190
methane_capture,447.15,11,1506,160,Tripura,1.99,2053.68
biochar_production,40.27,13,1115,341,Kerala,1.27,801.37
electric_mobility,467,29,712,282,Manipur,1.15,654.35
biochar_production,269.52,9,1120,132,Arunachal Pradesh,1.24,1062.68
wetland_restoration,458.49,19,655,786,Odisha,2.42,980.1
sustainable_agriculture,480.61,21,1233,103,Lakshadweep,2.26,1896.14
electric_mobility,403.66,29,1106,172,Chandigarh,2.06,1470.84
green_building,3.25,29,1559,1217,Tamil Nadu,0.74,990.12
biochar_production,335.22,11,1087,804,West Bengal,0.57,349.41
electric_mobility,234.86,27,671,150,Jammu and Kashmir,0.85,479.4
electric_mobility,140.85,26,688,451,Manipur,2.2,695.2
wind_energy,172.94,19,588,152,Mizoram,1.9,423.7
carbon_sequestration,235.21,10,588,710,Karnataka,2.08,802.88
methane_capture,417.17,23,1398,218,Tripura,1.43,1488.63
carbon_sequestration,23.84,11,598,210,Puducherry,1.74,560.28
geothermal_energy,45.5,6,1017,226,Assam,0.69,625.83
carbon_sequestration,171.52,5,773,146,Uttarakhand,1.79,753.59
afforestation,486.6,16,690,418,Chhattisgarh,1.15,388.7
solar_power,302.4,23,1774,1147,Delhi,1.94,2518.12
methane_capture,411.47,17,773,93,Ladakh,1.53,489.6
carbon_sequestration,45.36,21,595,109,Chandigarh,2.47,526.11
reforestation,44.65,25,1657,1254,Tamil Nadu,1.19,1558.9
afforestation,387.55,21,1449,243,Assam,2.37,2336.82
carbon_sequestration,327.65,6,667,153,Jammu and Kashmir,0.99,287.1
biochar_production,315.17,12,1718,1249,Uttar Pradesh,0.67,865.64
wetland_restoration,243.46,17,1298,254,Sikkim,2.26,2043.04
wetland_restoration,234.54,23,880,124,Uttarakhand,2.1,1360.8
green_building,249.74,8,960,853,Bihar,2.14,1679.9
green_building,355.38,28,1061,479,Tripura,1.51,921.1
geothermal_energy,431.29,19,503,110,Arunachal Pradesh,1.44,483.84
reforestation,188.68,13,1162,208,Sikkim,0.67,579.55
afforestation,38.6,27,1343,777,Andhra Pradesh,1.16,1121.72
afforestation,466.6,10,1184,484,Arunachal Pradesh,2.49,2255.94
solar_power,350.72,9,856,461,Kerala,2.18,1085.64
wind_energy,364.66,10,874,429,Rajasthan,1.95,1349.4
biochar_production,421.97,15,1446,1308,Maharashtra,2.04,2207.28
methane_capture,115.76,6,645,1150,Haryana,1.04,356.72
sustainable_agriculture,359.25,26,1295,273,Manipur,1.72,1991.76
methane_capture,148.89,23,858,200,Manipur,1.98,1033.56
biochar_production,119.84,29,1432,1117,West Bengal,1.87,1985.94
solar_power,256.87,24,915,178,Chandigarh,2.16,1468.8
afforestation,274.66,21,1032,221,Arunachal Pradesh,2.21,1611.09
reforestation,444.03,15,591,944,Telangana,2.01,474.36
electric_mobility,145.28,5,986,279,Kerala,2.32,1222.64
electric_mobility,124.22,25,1050,112,Manipur,1.67,1499.66
wetland_restoration,487.74,26,1048,284,Goa,2.23,2044.91
sustainable_agriculture,265.25,26,533,562,Rajasthan,1.52,366.32
sustainable_agriculture,434.96,6,809,265,Chandigarh,1.02,484.5
geothermal_energy,27.87,22,520,883,Odisha,0.68,233.24
electric_mobility,52.84,15,392,155,Sikkim,0.77,216.37
solar_power,14.97,22,1083,894,Karnataka,2.31,1369.83
sustainable_agriculture,275.44,16,1591,192,Andaman and Nicobar Islands,2.43,2801.79
afforestation,251.01,18,894,451,Himachal Pradesh,2.43,1625.67
sustainable_agriculture,487.44,8,1289,95,Puducherry,0.59,510.94
wind_energy,266.97,19,1552,751,Jharkhand,0.52,611
reforestation,470.54,21,1681,1392,Maharashtra,0.99,1270.17
methane_capture,357.45,22,1372,423,Sikkim,1.59,1472.34
biochar_production,294.56,24,1009,111,Arunachal Pradesh,0.63,400.68
electric_mobility,450.36,19,698,237,Puducherry,2.13,890.34
geothermal_energy,330.26,18,1148,1025,Telangana,1.57,1500.92
geothermal_energy,426.09,12,1037,98,Puducherry,1.28,954.88
carbon_sequestration,152.82,20,1369,444,Uttarakhand,1.22,1130.94
biochar_production,264.99,25,929,130,Ladakh,1.35,980.1
afforestation,327.55,10,1386,105,Arunachal Pradesh,1.14,1159.38
wind_energy,205.42,9,1409,1436,Uttar Pradesh,1.46,1624.98
reforestation,99.15,16,768,622,Bihar,1.02,557.94
wind_energy,303.38,28,749,744,Odisha,0.81,488.43
afforestation,175.18,8,791,861,West Bengal,2.29,828.98
wetland_restoration,251.75,23,912,271,Puducherry,2.32,1716.8
electric_mobility,300.98,28,922,435,Assam,1.05,631.05
reforestation,452.6,14,1527,1370,Delhi,2.09,2572.79
electric_mobility,329.33,7,745,478,Madhya Pradesh,1.6,678.4
afforestation,19.53,29,1362,291,Nagaland,0.81,797.04
wind_energy,459.42,5,757,492,Jharkhand,1.68,799.68
solar_power,401.28,23,482,261,Andaman and Nicobar Islands,1.13,343.52
geothermal_energy,460.46,13,1203,1016,Maharashtra,0.99,1006.83
geothermal_energy,172.93,17,1272,868,West Bengal,0.79,736.28
solar_power,402.84,21,1286,926,Odisha,0.83,678.11
sustainable_agriculture,39.25,14,761,250,Meghalaya,1.65,1027.95
green_building,134.94,8,767,962,Haryana,1.79,1109.8
wetland_restoration,426.33,13,1453,768,Madhya Pradesh,0.59,644.87
afforestation,397.26,8,807,913,Karnataka,1.01,482.78
methane_capture,5.74,14,809,948,Telangana,0.55,198
biochar_production,36.56,8,1103,111,Andaman and Nicobar Islands,1.61,1373.33
green_building,320.38,22,698,291,Arunachal Pradesh,0.83,309.59
geothermal_energy,475.24,17,1375,105,Arunachal Pradesh,1.81,1896.88
wetland_restoration,482.61,28,499,1059,Odisha,1.35,345.6
solar_power,217.95,8,780,896,West Bengal,2.37,1272.69
green_building,462.45,27,980,377,Kerala,0.73,470.85
carbon_sequestration,230.78,14,831,335,Mizoram,0.94,604.42
wind_energy,161.83,10,579,205,Mizoram,0.74,280.46
green_building,150.22,29,1053,92,Jammu and Kashmir,0.97,711.01
geothermal_energy,497.95,28,466,361,Mizoram,1.05,329.7
solar_power,20.8,26,1238,418,Assam,2.5,2162.5
wetland_restoration,218.09,20,1327,1041,Telangana,1.61,1854.72
carbon_sequestration,35.67,29,1274,411,Goa,1.36,1523.2
methane_capture,286.67,23,885,296,Chandigarh,1.79,701.68
carbon_sequestration,195.12,15,1414,1279,Uttar Pradesh,1.35,1773.9
wind_energy,261.38,19,979,224,Chandigarh,2.5,1717.5
sustainable_agriculture,146.79,19,1079,214,Nagaland,1.57,1397.3
wind_energy,197.87,11,643,283,Tripura,1.26,559.44
carbon_sequestration,180.76,16,1384,400,Nagaland,2.29,2383.89
carbon_sequestration,132.72,12,1320,1102,West Bengal,1.93,1933.86
methane_capture,68.39,15,793,106,Lakshadweep,1.55,993.55
geothermal_energy,163.01,7,1399,493,Manipur,2.2,2349.6
methane_capture,274.31,8,676,946,Telangana,1.17,542.88
sustainable_agriculture,50.08,10,614,271,Lakshadweep,1.29,260.58
electric_mobility,257.71,23,771,819,Telangana,1,647
biochar_production,246,19,574,860,Dadra and Nagar Haveli and Daman and Diu,1.68,341.04
green_building,132.77,22,1655,861,Chhattisgarh,1.62,1909.98
geothermal_energy,325.42,25,801,444,Rajasthan,0.93,544.98
biochar_production,265.66,16,814,275,Nagaland,2.47,1138.67
wind_energy,27.24,17,1050,911,Odisha,1.81,1067.9
solar_power,432.3,15,825,314,Uttarakhand,2,1172
wetland_restoration,122.76,23,1334,629,Jharkhand,1.39,1524.83
carbon_sequestration,4.95,26,1016,191,Ladakh,2.19,1642.5
methane_capture,137.96,27,659,292,Ladakh,1,358
green_building,29.03,10,543,207,Mizoram,2.46,949.56
wind_energy,239.31,27,1062,1066,Karnataka,2.03,1723.47
green_building,386.5,20,818,65,Lakshadweep,0.54,264.6
solar_power,272.93,13,820,255,Puducherry,1.54,1105.72
biochar_production,152.49,24,1223,452,Assam,1.25,1118.75
biochar_production,372.06,23,935,785,West Bengal,2.21,1783.47
reforestation,38.04,5,465,836,Odisha,1.22,248.88
afforestation,470.65,16,1039,318,Manipur,1.26,756
reforestation,72.86,5,1601,683,Jharkhand,1.05,1180.2
methane_capture,405.95,15,1424,1260,Uttar Pradesh,2.34,2445.3
wetland_restoration,329.1,25,1323,265,Kerala,1.7,1734
geothermal_energy,310.27,24,1593,133,Manipur,1.53,1679.94
solar_power,114.51,19,943,148,Meghalaya,0.96,510.72
biochar_production,132.9,12,1278,1291,Gujarat,1.68,1831.2
green_building,404.3,24,689,797,Jharkhand,1.62,878.04
wetland_restoration,242.18,8,1572,1101,Gujarat,0.55,776.6
sustainable_agriculture,475.12,17,683,209,Kerala,0.83,463.97
afforestation,230.86,26,1005,203,Andaman and Nicobar Islands,2.3,2058.5
sustainable_agriculture,369.94,12,495,174,Goa,1.24,412.92
carbon_sequestration,359.32,29,1240,193,Ladakh,1.48,1687.2
